eventId,eventDate,longitude,latitude,depth,magnitudeType,magnitude,area
548533,"2023-02-16T11:35:59",36.702,37.424,7,"ML",3,"Onikişubat (Kahramanmaraş)"
548502,"2023-02-16T10:32:28",35.484,35.956,11.15,"ML",3,"Akdeniz - [41.35 km] Yayladağı (Hatay)"
548498,"2023-02-16T11:16:23",35.858,35.883,10.31,"MW",4.7,"Akdeniz"
548465,"2023-02-16T09:48:02",37.805,38.168,7.13,"ML",3.6,"Doğanşehir (Malatya)"
548407,"2023-02-16T08:21:51",36.455,37.882,7,"MW",4,"Göksun (Kahramanmaraş)"
548395,"2023-02-16T08:13:38",37.127,38.037,6.64,"ML",3.1,"Ekinözü (Kahramanmaraş)"
548387,"2023-02-16T07:49:58",37.693,37.776,7.07,"ML",3.4,"Gölbaşı (Adıyaman)"
548358,"2023-02-16T07:38:08",36.586,38.084,6.99,"ML",3.4,"Göksun (Kahramanmaraş)"
548348,"2023-02-16T06:20:16",35.37,37.636,7,"ML",3.8,"Aladağ (Adana)"
548344,"2023-02-16T07:10:35",38.184,37.993,8.27,"ML",3.2,"Çelikhan (Adıyaman)"
548341,"2023-02-16T06:19:55",45.2,38.504,8.17,"ML",3.4,"Khoy, West Azarbaijan (İran) - [69.46 km] Başkale (Van)"
548334,"2023-02-16T07:00:23",38.385,38.088,7.02,"ML",3.1,"Çelikhan (Adıyaman)"
548315,"2023-02-16T06:37:47",36.961,37.459,6.63,"ML",3,"Dulkadiroğlu (Kahramanmaraş)"
548288,"2023-02-16T05:56:40",36.851,37.383,7.01,"MW",3.8,"Türkoğlu (Kahramanmaraş)"
548280,"2023-02-16T05:35:55",38.547,38.158,7.01,"ML",3.1,"Battalgazi (Malatya)"
548273,"2023-02-16T05:18:55",38.576,38.151,7.03,"MW",4.4,"Battalgazi (Malatya)"
548270,"2023-02-16T04:58:23",36.929,37.154,7,"MW",3.5,"Nurdağı (Gaziantep)"
548268,"2023-02-16T04:52:17",36.18,36.351,5.97,"ML",3,"Antakya (Hatay)"
548262,"2023-02-16T04:50:15",38.608,38.202,11.25,"ML",3.2,"Battalgazi (Malatya)"
548256,"2023-02-16T04:22:04",36.956,38.136,7.46,"MW",3.3,"Göksun (Kahramanmaraş)"
548240,"2023-02-16T03:02:01",36.585,37.861,7.03,"ML",3.5,"Onikişubat (Kahramanmaraş)"
548238,"2023-02-16T02:36:40",36.559,36.838,6.98,"ML",3.2,"Hassa (Hatay)"
548234,"2023-02-16T02:36:42",36.536,36.942,7.41,"MW",3.4,"İslahiye (Gaziantep)"
548222,"2023-02-16T01:55:54",38.515,38.078,7.59,"MW",3.5,"Sincik (Adıyaman)"
548221,"2023-02-16T01:47:37",37.757,37.85,7.5,"MW",3.4,"Gölbaşı (Adıyaman)"
548220,"2023-02-16T01:30:53",35.904,36.318,7.06,"MW",3.5,"Arsuz (Hatay)"
548213,"2023-02-16T01:07:29",36.874,37.4,7.66,"ML",3.2,"Türkoğlu (Kahramanmaraş)"
548208,"2023-02-16T00:46:15",36.711,37.164,9.42,"ML",3.2,"Nurdağı (Gaziantep)"
548202,"2023-02-16T00:34:31",38.551,38.154,7.06,"MW",3.8,"Battalgazi (Malatya)"
548198,"2023-02-16T00:22:29",37.421,38.018,4.54,"ML",3.5,"Nurhak (Kahramanmaraş)"
548195,"2023-02-16T00:01:38",37.216,37.31,6.63,"ML",3.2,"Şehitkamil (Gaziantep)"
548193,"2023-02-16T00:15:26",36.592,38.077,5.88,"MW",3.8,"Göksun (Kahramanmaraş)"
548189,"2023-02-15T23:50:31",37.808,38.296,7.01,"ML",3.2,"Akçadağ (Malatya)"
548188,"2023-02-16T00:01:32",37.193,37.519,7.15,"MW",3.3,"Pazarcık (Kahramanmaraş)"
548181,"2023-02-15T23:43:38",36.873,37.405,7.11,"MW",3.8,"Türkoğlu (Kahramanmaraş)"
548180,"2023-02-15T23:31:06",36.586,36.967,7.1,"MW",3.2,"İslahiye (Gaziantep)"
548174,"2023-02-15T23:02:12",36.289,36.347,8.9,"ML",3,"Antakya (Hatay)"
548161,"2023-02-15T22:42:56",36.558,37.809,7.12,"MW",3.5,"Onikişubat (Kahramanmaraş)"
548159,"2023-02-15T22:33:47",36.604,38.095,7,"MW",3.7,"Göksun (Kahramanmaraş)"
548156,"2023-02-15T22:25:57",36.633,38.056,10,"MW",4.5,"Göksun (Kahramanmaraş)"
548155,"2023-02-15T22:19:06",38.146,38.294,7,"ML",3.2,"Yeşilyurt (Malatya)"
548154,"2023-02-15T22:17:38",37.161,37.501,7.01,"ML",3.2,"Dulkadiroğlu (Kahramanmaraş)"
548149,"2023-02-15T21:34:00",37.232,37.537,5.39,"MW",3.3,"Pazarcık (Kahramanmaraş)"
548146,"2023-02-15T21:29:40",36.865,37.255,8.23,"MW",3.7,"Nurdağı (Gaziantep)"
548140,"2023-02-15T21:04:41",37.488,38.584,6.97,"MW",3.5,"Darende (Malatya)"
548138,"2023-02-15T20:52:31",37.801,38.135,7,"ML",3,"Doğanşehir (Malatya)"
548130,"2023-02-15T20:32:04",36.71,37.608,5.51,"ML",3.1,"Onikişubat (Kahramanmaraş)"
548126,"2023-02-15T20:10:50",36.553,37.796,12.96,"MW",3.5,"Onikişubat (Kahramanmaraş)"
548123,"2023-02-15T19:49:53",36.512,36.792,6.76,"ML",3,"Hassa (Hatay)"
548122,"2023-02-15T19:49:17",36.085,36.321,7,"MW",3.7,"Antakya (Hatay)"
548116,"2023-02-15T19:40:54",36.769,37.278,9.1,"MW",3.4,"Türkoğlu (Kahramanmaraş)"
548112,"2023-02-15T19:28:17",38.202,38.022,6.98,"ML",3.3,"Çelikhan (Adıyaman)"
548105,"2023-02-15T19:04:47",37.487,37.976,7,"ML",3.1,"Nurhak (Kahramanmaraş)"
548104,"2023-02-15T19:02:09",37.403,38.06,6.99,"MW",3.4,"Nurhak (Kahramanmaraş)"
548102,"2023-02-15T18:49:03",37.86,37.789,14.31,"MW",4,"Tut (Adıyaman)"
548101,"2023-02-15T18:44:22",37.872,38.056,7.16,"ML",3.2,"Doğanşehir (Malatya)"
548097,"2023-02-15T18:36:10",38.611,38.136,7,"MW",3.4,"Pütürge (Malatya)"
548096,"2023-02-15T18:34:55",38.655,38.208,11.89,"MW",3.7,"Pütürge (Malatya)"
548094,"2023-02-15T18:15:28",37.721,38.406,7,"MW",3,"Akçadağ (Malatya)"
548089,"2023-02-15T18:04:47",36.591,37.876,7.09,"ML",3,"Onikişubat (Kahramanmaraş)"
548086,"2023-02-15T17:27:54",36.553,37.79,7,"ML",3.1,"Onikişubat (Kahramanmaraş)"
548083,"2023-02-15T17:17:15",36.557,37.793,7,"ML",3.1,"Onikişubat (Kahramanmaraş)"
548081,"2023-02-15T17:39:51",36.658,37.936,7,"MW",3,"Onikişubat (Kahramanmaraş)"
548080,"2023-02-15T17:38:23",36.556,37.81,9.76,"MW",3.5,"Onikişubat (Kahramanmaraş)"
548079,"2023-02-15T17:32:02",36.556,37.806,7.13,"MW",3.4,"Onikişubat (Kahramanmaraş)"
548071,"2023-02-15T17:07:44",38.341,38.061,7.02,"MW",3.4,"Çelikhan (Adıyaman)"
548070,"2023-02-15T16:55:51",36.094,36.258,7.03,"ML",3.2,"Antakya (Hatay)"
548067,"2023-02-15T16:56:15",36.636,37.942,5.61,"MW",3.9,"Onikişubat (Kahramanmaraş)"
548058,"2023-02-15T16:10:14",36.388,37.217,6.04,"ML",3,"Düziçi (Osmaniye)"
548050,"2023-02-15T15:58:32",36.056,36.252,5.64,"MW",3.6,"Antakya (Hatay)"
548048,"2023-02-15T15:32:26",35.428,40.573,5.01,"MW",3.7,"Mecitözü (Çorum)"
548047,"2023-02-15T15:35:01",37.161,37.408,7,"MW",3.8,"Pazarcık (Kahramanmaraş)"
548043,"2023-02-15T14:46:11",35.854,36.087,7,"MW",3.5,"Akdeniz - [07.92 km] Samandağ (Hatay)"
548042,"2023-02-15T15:21:10",36.551,38.092,7,"MW",3.8,"Göksun (Kahramanmaraş)"
548037,"2023-02-15T15:12:12",35.388,40.589,11.95,"MW",4,"Mecitözü (Çorum)"
548035,"2023-02-15T14:49:32",37.861,37.887,7.16,"ML",3.2,"Gölbaşı (Adıyaman)"
548034,"2023-02-15T14:59:30",37.605,37.962,15.08,"ML",3.3,"Doğanşehir (Malatya)"
548033,"2023-02-15T14:38:47",36.521,38.078,7.07,"ML",3,"Göksun (Kahramanmaraş)"
548028,"2023-02-15T14:29:10",36.549,38.092,6.95,"ML",3.2,"Göksun (Kahramanmaraş)"
548020,"2023-02-15T14:06:58",37.677,37.774,10.38,"ML",3,"Gölbaşı (Adıyaman)"
548016,"2023-02-15T14:08:22",37.011,37.413,8.17,"ML",3.8,"Dulkadiroğlu (Kahramanmaraş)"
547998,"2023-02-15T13:46:45",36.741,38.088,7,"ML",3.7,"Göksun (Kahramanmaraş)"
547984,"2023-02-15T13:35:07",37.884,37.824,10.13,"ML",3,"Tut (Adıyaman)"
547926,"2023-02-15T12:22:51",38.109,38.221,7.89,"ML",4,"Yeşilyurt (Malatya)"
547918,"2023-02-15T12:06:09",36.644,37.924,7.05,"ML",3.3,"Onikişubat (Kahramanmaraş)"
547913,"2023-02-15T11:53:39",38.377,38.081,7,"ML",3.3,"Çelikhan (Adıyaman)"
547910,"2023-02-15T11:56:36",37.528,37.937,7,"ML",3.4,"Nurhak (Kahramanmaraş)"
547880,"2023-02-15T11:00:06",36.411,38.03,7.06,"ML",3.3,"Göksun (Kahramanmaraş)"
547872,"2023-02-15T10:14:20",36.444,38.031,10.1,"ML",3.8,"Göksun (Kahramanmaraş)"
547868,"2023-02-15T10:01:54",36.719,37.188,7,"ML",3.7,"Nurdağı (Gaziantep)"
547860,"2023-02-15T09:43:07",36.056,35.989,12.41,"ML",3.2,"Yayladağı (Hatay)"
547853,"2023-02-15T09:38:14",36.294,37.869,7.03,"ML",3,"Göksun (Kahramanmaraş)"
547840,"2023-02-15T10:23:15",37.934,38.417,6.8,"MW",3.8,"Akçadağ (Malatya)"
547835,"2023-02-15T10:14:20",36.446,38.032,11.42,"ML",4,"Göksun (Kahramanmaraş)"
547810,"2023-02-15T08:51:42",37.352,38.066,16.24,"ML",3.4,"Nurhak (Kahramanmaraş)"
547795,"2023-02-15T08:35:19",36.548,38.034,5.64,"ML",3.4,"Göksun (Kahramanmaraş)"
547758,"2023-02-15T08:20:01",37.154,37.37,12.41,"ML",3.5,"Pazarcık (Kahramanmaraş)"
547748,"2023-02-15T07:56:29",38.556,38.14,18.3,"ML",3.5,"Sincik (Adıyaman)"
547746,"2023-02-15T07:40:59",36.61,38.061,7,"ML",3.4,"Göksun (Kahramanmaraş)"
547740,"2023-02-15T06:58:46",37.871,38.099,7.06,"ML",3,"Doğanşehir (Malatya)"
547735,"2023-02-15T07:36:28",36.424,38.028,15.8,"ML",4.7,"Göksun (Kahramanmaraş)"
547731,"2023-02-15T07:18:58",38.527,38.118,14.1,"ML",3.1,"Sincik (Adıyaman)"
547721,"2023-02-15T07:12:18",38.476,38.108,9,"ML",3.2,"Sincik (Adıyaman)"
547720,"2023-02-15T06:50:41",37.703,37.756,7,"ML",3,"Gölbaşı (Adıyaman)"
547718,"2023-02-15T07:11:35",38.417,38.018,12.4,"ML",3,"Çelikhan (Adıyaman)"
547702,"2023-02-15T06:17:09",36.621,37.874,10.12,"ML",3.3,"Onikişubat (Kahramanmaraş)"
547699,"2023-02-15T06:01:28",36.574,38.071,7.36,"ML",3.3,"Göksun (Kahramanmaraş)"
547698,"2023-02-15T06:25:29",36.661,38.087,12.3,"ML",4.6,"Göksun (Kahramanmaraş)"
547694,"2023-02-15T05:48:08",36.593,38.117,7.79,"MW",3.5,"Göksun (Kahramanmaraş)"
547693,"2023-02-15T05:45:41",37.808,38.119,6.98,"MW",3.6,"Doğanşehir (Malatya)"
547669,"2023-02-15T04:42:39",37.134,37.51,7.71,"MW",3.7,"Dulkadiroğlu (Kahramanmaraş)"
547660,"2023-02-15T03:51:26",35.666,36.037,24.75,"ML",3,"Akdeniz - [25.70 km] Samandağ (Hatay)"
547655,"2023-02-15T03:54:41",36.291,37.853,7,"ML",3,"Göksun (Kahramanmaraş)"
547652,"2023-02-15T03:51:23",35.952,36.115,5.93,"ML",3.4,"Samandağ (Hatay)"
547648,"2023-02-15T03:03:29",37.006,37.457,7.77,"ML",3.3,"Dulkadiroğlu (Kahramanmaraş)"
547644,"2023-02-15T02:44:16",36.418,36.557,6.76,"ML",3.1,"Kırıkhan (Hatay)"
547606,"2023-02-15T01:43:56",36.674,37.155,7,"MW",3.5,"Nurdağı (Gaziantep)"
547597,"2023-02-15T00:47:36",37.489,37.994,6.83,"MW",3.5,"Nurhak (Kahramanmaraş)"
547596,"2023-02-15T00:45:24",36.62,37.896,7.02,"ML",3,"Onikişubat (Kahramanmaraş)"
547588,"2023-02-15T00:21:22",36.28,36.417,5.96,"ML",3.1,"Kırıkhan (Hatay)"
547582,"2023-02-15T00:06:03",36.507,36.839,6.51,"MW",4.2,"Hassa (Hatay)"
547578,"2023-02-14T23:54:48",37.039,37.321,7.44,"ML",3.2,"Türkoğlu (Kahramanmaraş)"
547575,"2023-02-14T23:30:24",36.6,37.986,6.99,"ML",3,"Onikişubat (Kahramanmaraş)"
547572,"2023-02-14T23:24:14",38.206,38.108,11.09,"ML",3.4,"Çelikhan (Adıyaman)"
547571,"2023-02-14T23:01:34",36.634,36.691,7,"ML",3,"Afrin, Halep (Suriye) - [07.23 km] Hassa (Hatay)"
547570,"2023-02-14T23:13:15",38.056,37.861,7,"ML",3.1,"Merkez (Adıyaman)"
547569,"2023-02-14T23:17:37",36.875,37.301,12.81,"ML",3.1,"Türkoğlu (Kahramanmaraş)"
547560,"2023-02-14T23:14:01",37.423,38.616,12.48,"MW",4.6,"Darende (Malatya)"
547559,"2023-02-14T22:48:04",38.099,38.245,6.99,"ML",3.1,"Yeşilyurt (Malatya)"
547558,"2023-02-14T22:46:54",38.258,37.974,10.19,"ML",3,"Merkez (Adıyaman)"
547553,"2023-02-14T22:27:08",37.77,38.08,7.89,"ML",3.1,"Doğanşehir (Malatya)"
547550,"2023-02-14T22:15:04",36.368,36.469,10.41,"ML",3.2,"Kırıkhan (Hatay)"
547546,"2023-02-14T22:09:25",37.039,38.001,7.02,"MW",3.5,"Ekinözü (Kahramanmaraş)"
547541,"2023-02-14T21:53:14",36.451,36.672,9.79,"MW",3.9,"Hassa (Hatay)"
547538,"2023-02-14T21:37:26",37.418,38.689,6.37,"ML",3.3,"Gürün (Sivas)"
547537,"2023-02-14T21:36:13",36.58,37.363,8.39,"ML",3.5,"Düziçi (Osmaniye)"
547535,"2023-02-14T21:29:55",37.779,38.014,6.71,"ML",3,"Doğanşehir (Malatya)"
547534,"2023-02-14T21:30:42",38.539,38.162,6.98,"ML",3.2,"Battalgazi (Malatya)"
547525,"2023-02-14T21:25:31",37.212,38.2,9.79,"ML",3.2,"Elbistan (Kahramanmaraş)"
547515,"2023-02-14T20:51:15",36.47,37.976,7,"ML",3,"Göksun (Kahramanmaraş)"
547494,"2023-02-14T20:08:03",37.725,37.768,5.69,"MW",3.8,"Gölbaşı (Adıyaman)"
547487,"2023-02-14T19:32:39",37.706,37.782,8.02,"ML",3.2,"Gölbaşı (Adıyaman)"
547480,"2023-02-14T19:15:56",36.316,37.13,7,"ML",3.2,"Merkez (Osmaniye)"
547447,"2023-02-14T17:58:12",38.696,38.977,6.7,"MW",3.5,"Ağın (Elazığ)"
547441,"2023-02-14T17:52:56",36.07,36.193,8.58,"ML",3.4,"Defne (Hatay)"
547419,"2023-02-14T16:51:09",37.808,38.322,22.65,"MW",3.7,"Akçadağ (Malatya)"
547402,"2023-02-14T15:48:13",36.366,37.929,7,"ML",3,"Göksun (Kahramanmaraş)"
547401,"2023-02-14T15:50:37",37.135,38.036,7.01,"MW",4.1,"Ekinözü (Kahramanmaraş)"
547398,"2023-02-14T15:30:14",37.558,38.008,7.04,"ML",3.1,"Nurhak (Kahramanmaraş)"
547396,"2023-02-14T15:36:11",36.548,37.987,7.06,"ML",3,"Göksun (Kahramanmaraş)"
547390,"2023-02-14T15:14:37",36.576,36.957,6.9,"ML",3.2,"İslahiye (Gaziantep)"
547388,"2023-02-14T15:04:08",37.634,37.964,7.15,"ML",3.5,"Doğanşehir (Malatya)"
547372,"2023-02-14T14:33:37",38.392,38.075,7.03,"ML",3,"Çelikhan (Adıyaman)"
547365,"2023-02-14T13:51:48",36.577,36.923,6.72,"ML",3,"İslahiye (Gaziantep)"
547363,"2023-02-14T13:49:14",36.784,37.292,7,"ML",3,"Türkoğlu (Kahramanmaraş)"
547359,"2023-02-14T14:03:07",36.791,37.303,6.99,"ML",3.1,"Türkoğlu (Kahramanmaraş)"
547353,"2023-02-14T13:25:33",36.66,37.86,7.15,"ML",3,"Onikişubat (Kahramanmaraş)"
547347,"2023-02-14T13:22:41",38.014,38.239,7,"ML",3.3,"Yeşilyurt (Malatya)"
547334,"2023-02-14T13:13:04",37.965,37.941,12,"ML",4.1,"Doğanşehir (Malatya)"
547330,"2023-02-14T12:49:18",37.463,38.003,6.93,"ML",3.2,"Nurhak (Kahramanmaraş)"
547329,"2023-02-14T12:46:37",37.307,37.59,7.15,"ML",3.4,"Pazarcık (Kahramanmaraş)"
547326,"2023-02-14T12:43:12",38.168,38.124,0,"ML",3.4,"Yeşilyurt (Malatya)"
547324,"2023-02-14T12:45:20",37.629,37.957,7.11,"ML",3,"Doğanşehir (Malatya)"
547304,"2023-02-14T12:32:21",36.576,38.029,7.07,"ML",3,"Göksun (Kahramanmaraş)"
547271,"2023-02-14T11:51:35",37.398,38.044,7,"ML",3,"Nurhak (Kahramanmaraş)"
547269,"2023-02-14T11:54:11",36.051,36.091,7,"ML",4.1,"Samandağ (Hatay)"
547268,"2023-02-14T11:36:35",36.55,38.135,3.02,"ML",3.4,"Göksun (Kahramanmaraş)"
547263,"2023-02-14T11:09:22",36.602,38.061,7.02,"ML",3.1,"Göksun (Kahramanmaraş)"
547262,"2023-02-14T11:08:26",36.593,38.022,7.01,"ML",3.5,"Göksun (Kahramanmaraş)"
547259,"2023-02-14T11:07:45",36.368,37.967,7.1,"ML",4.1,"Göksun (Kahramanmaraş)"
547254,"2023-02-14T11:04:13",36.605,38.068,6.94,"ML",3.7,"Göksun (Kahramanmaraş)"
547235,"2023-02-14T10:30:38",38.124,38.225,7.07,"ML",3,"Yeşilyurt (Malatya)"
547206,"2023-02-14T10:11:57",36.562,38.038,11.12,"ML",3,"Göksun (Kahramanmaraş)"
547152,"2023-02-14T08:55:23",36.894,38.104,7.01,"ML",3,"Göksun (Kahramanmaraş)"
547148,"2023-02-14T09:10:41",37.277,37.552,13.38,"ML",3.2,"Pazarcık (Kahramanmaraş)"
547144,"2023-02-14T08:44:18",36.868,38.11,6.98,"ML",3.4,"Göksun (Kahramanmaraş)"
547133,"2023-02-14T08:16:58",38.839,38.292,7,"ML",3,"Pütürge (Malatya)"
547132,"2023-02-14T08:19:26",37.389,38.049,15.22,"ML",3.1,"Nurhak (Kahramanmaraş)"
547115,"2023-02-14T08:00:29",37.877,37.819,6.14,"ML",3.4,"Tut (Adıyaman)"
547113,"2023-02-14T07:57:45",36.674,37.869,6.97,"ML",3,"Onikişubat (Kahramanmaraş)"
547110,"2023-02-14T07:48:12",37.708,38.059,7.03,"ML",3.1,"Doğanşehir (Malatya)"
547103,"2023-02-14T07:41:38",36.279,37.857,7.03,"ML",3,"Saimbeyli (Adana)"
547074,"2023-02-14T06:50:13",38.183,38.263,7.1,"ML",3.1,"Yeşilyurt (Malatya)"
547070,"2023-02-14T06:41:31",36.242,37.925,7.03,"ML",3.6,"Saimbeyli (Adana)"
547055,"2023-02-14T06:09:06",36.803,37.299,2.84,"ML",3,"Türkoğlu (Kahramanmaraş)"
547040,"2023-02-14T04:58:43",37.462,38.11,7,"ML",3.7,"Elbistan (Kahramanmaraş)"
547026,"2023-02-14T04:36:47",38.565,38.146,7,"ML",3.7,"Battalgazi (Malatya)"
547017,"2023-02-14T03:59:19",37.693,37.819,7,"ML",3.5,"Gölbaşı (Adıyaman)"
546993,"2023-02-14T03:32:04",37.412,38.089,7,"ML",3.2,"Elbistan (Kahramanmaraş)"
546985,"2023-02-14T03:17:37",38.319,38.327,11.99,"ML",3.3,"Battalgazi (Malatya)"
546981,"2023-02-14T03:05:15",36.611,38.057,7,"ML",3.8,"Göksun (Kahramanmaraş)"
546978,"2023-02-14T02:48:42",38.54,38.125,7.02,"ML",3.1,"Sincik (Adıyaman)"
546977,"2023-02-14T02:49:24",38.036,38.217,7,"ML",3.5,"Yeşilyurt (Malatya)"
546976,"2023-02-14T02:43:33",38.206,38.256,7.02,"ML",3.1,"Yeşilyurt (Malatya)"
546959,"2023-02-14T01:56:33",36.369,36.647,7,"ML",3.5,"Kırıkhan (Hatay)"
546958,"2023-02-14T01:51:33",37.209,37.52,7,"ML",3.4,"Pazarcık (Kahramanmaraş)"
546952,"2023-02-14T01:41:12",37.196,38.086,7.06,"ML",3.1,"Ekinözü (Kahramanmaraş)"
546921,"2023-02-14T00:10:34",36.474,36.641,7,"ML",3.2,"Kırıkhan (Hatay)"
546919,"2023-02-14T01:06:45",37.751,38.117,6.96,"ML",3.1,"Doğanşehir (Malatya)"
546914,"2023-02-14T00:54:59",37.836,38.091,7,"ML",3.5,"Doğanşehir (Malatya)"
546913,"2023-02-14T00:50:56",36.611,37.977,10.49,"MW",3.9,"Onikişubat (Kahramanmaraş)"
546899,"2023-02-13T23:03:37",28.916,37.107,10.05,"ML",3,"Köyceğiz (Muğla)"
546885,"2023-02-13T23:02:15",34.024,37.97,15.86,"ML",3.1,"Ereğli (Konya)"
546883,"2023-02-13T23:49:28",35.968,36.359,7,"ML",3.1,"Arsuz (Hatay)"
546882,"2023-02-13T23:49:34",36.481,38.039,7,"MW",3.9,"Göksun (Kahramanmaraş)"
546827,"2023-02-13T20:53:22",38.235,38.252,7,"ML",3.2,"Yeşilyurt (Malatya)"
546804,"2023-02-13T20:21:42",36.627,38.074,5.52,"ML",3,"Göksun (Kahramanmaraş)"
546800,"2023-02-13T19:57:15",37.276,37.602,7.05,"ML",3,"Pazarcık (Kahramanmaraş)"
546791,"2023-02-13T19:52:12",38.286,38.076,7.04,"ML",3.1,"Çelikhan (Adıyaman)"
546757,"2023-02-13T19:20:26",36.392,38.033,10.52,"MW",4.8,"Göksun (Kahramanmaraş)"
546755,"2023-02-13T18:49:00",36.64,37.868,7.04,"ML",3.2,"Onikişubat (Kahramanmaraş)"
546741,"2023-02-13T18:28:39",36.5,37.98,7,"ML",3.8,"Göksun (Kahramanmaraş)"
546713,"2023-02-13T17:18:59",37.925,38.044,7,"ML",3,"Doğanşehir (Malatya)"
546703,"2023-02-13T16:57:49",35.914,36.072,6.48,"ML",3.1,"Akdeniz - Antakya Körfezi - [04.44 km] Samandağ (Hatay)"
546701,"2023-02-13T17:13:31",36.608,38.105,10.47,"ML",3.6,"Göksun (Kahramanmaraş)"
546696,"2023-02-13T16:41:47",37.004,37.278,7,"ML",3.5,"Pazarcık (Kahramanmaraş)"
546687,"2023-02-13T16:21:39",36.376,37.886,7,"ML",3.4,"Göksun (Kahramanmaraş)"
546677,"2023-02-13T15:47:03",35.844,36.336,7,"ML",3.3,"Arsuz (Hatay)"
546673,"2023-02-13T15:38:19",37.852,38.188,7.02,"ML",3.3,"Doğanşehir (Malatya)"
546670,"2023-02-13T15:36:17",36.53,36.893,7,"ML",3,"İslahiye (Gaziantep)"
546669,"2023-02-13T15:30:50",36.262,37.837,6.95,"ML",3.3,"Saimbeyli (Adana)"
546667,"2023-02-13T15:20:13",36.299,37.855,7,"ML",3.1,"Göksun (Kahramanmaraş)"
546661,"2023-02-13T15:21:21",38.701,38.203,13.69,"MW",4.2,"Pütürge (Malatya)"
546659,"2023-02-13T15:18:10",36.496,36.8,6.81,"MW",3.8,"Hassa (Hatay)"
546657,"2023-02-13T15:15:03",36.289,37.86,8.56,"MW",4.2,"Göksun (Kahramanmaraş)"
546654,"2023-02-13T14:47:55",38.575,38.162,7.04,"ML",3.9,"Battalgazi (Malatya)"
546653,"2023-02-13T14:32:25",38.516,38.159,7,"ML",3,"Battalgazi (Malatya)"
546652,"2023-02-13T14:45:44",37.847,37.81,8.36,"MW",3.8,"Tut (Adıyaman)"
546648,"2023-02-13T14:28:15",38.586,38.146,7.35,"ML",4.5,"Battalgazi (Malatya)"
546642,"2023-02-13T14:08:03",37.295,38.019,7,"ML",3.9,"Nurhak (Kahramanmaraş)"
546640,"2023-02-13T14:00:13",37.249,38.039,7.26,"ML",3.9,"Nurhak (Kahramanmaraş)"
546636,"2023-02-13T13:58:44",37.388,38.043,5.62,"ML",3.3,"Nurhak (Kahramanmaraş)"
546629,"2023-02-13T12:50:14",35.984,36.029,11.55,"MW",3.4,"Samandağ (Hatay)"
546628,"2023-02-13T12:57:19",37.736,38.354,7,"ML",3.5,"Akçadağ (Malatya)"
546613,"2023-02-13T11:52:29",36.317,37.874,7,"ML",3.3,"Göksun (Kahramanmaraş)"
546610,"2023-02-13T11:59:17",36.575,36.919,6.96,"MW",4.6,"İslahiye (Gaziantep)"
546597,"2023-02-13T11:09:59",37.801,38.1,7.04,"ML",3.6,"Doğanşehir (Malatya)"
546592,"2023-02-13T10:41:06",37.209,37.456,12.46,"ML",3.4,"Pazarcık (Kahramanmaraş)"
546591,"2023-02-13T10:51:19",37.939,37.926,9.15,"ML",3.3,"Doğanşehir (Malatya)"
546588,"2023-02-13T10:10:26",36.923,38.153,7,"ML",3.1,"Afşin (Kahramanmaraş)"
546584,"2023-02-13T09:59:40",36.766,38.049,7.01,"ML",3.6,"Göksun (Kahramanmaraş)"
546579,"2023-02-13T09:39:07",36.927,37.392,8.52,"ML",3,"Türkoğlu (Kahramanmaraş)"
546576,"2023-02-13T09:55:42",38.503,38.178,11.31,"MW",3.7,"Battalgazi (Malatya)"
546571,"2023-02-13T09:23:03",37.406,38.052,7.45,"ML",3.8,"Nurhak (Kahramanmaraş)"